gene_human,gene_mouse,entrez_id_human,MGI,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO
PANX3,Panx3,116337,MGI:1918881,208098.0,,1.0
PAOX,Paox,196743,MGI:1916983,212503.0,,1.0
PAPLN,Papln,89932,MGI:2386139,170721.0,,
PAPOLA,Papola,10914,MGI:109301,18789.0,,1.0
PAPOLB,Papolb,56903,MGI:1932115,56522.0,,1.0
PAPOLG,Papolg,64895,MGI:2442119,216578.0,,1.0
PAPPA,Pappa,5069,MGI:97479,18491.0,,1.0
PAPPA2,Pappa2,60676,MGI:3051647,23850.0,1.0,2.0
PAPSS1,Papss1,9061,MGI:1330587,23971.0,,0.0
PAPSS2,Papss2,9060,MGI:1330223,23972.0,1.0,2.0
PAQR3,Paqr3,152559,MGI:2679683,231474.0,,1.0
PAQR4,Paqr4,124222,MGI:1923748,76498.0,,
PAQR5,Paqr5,54852,MGI:1921340,74090.0,,
PAQR6,Paqr6,79957,MGI:1916207,68957.0,,1.0
PAQR7,Paqr7,164091,MGI:1919154,71904.0,,
PAQR8,Paqr8,85315,MGI:1921479,74229.0,,0.0
PAQR9,Paqr9,344838,MGI:1922802,75552.0,,0.0
PARAL1,Paral1,101929371,MGI:2677839,,,
PARD3,Pard3,56288,MGI:2135608,93742.0,,2.0
PARD3B,Pard3b,117583,MGI:1919301,72823.0,,1.0
PARD6A,Pard6a,50855,MGI:1927223,56513.0,,0.0
PARD6B,Pard6b,84612,MGI:2135605,58220.0,,
PARD6G,Pard6g,84552,MGI:2135606,93737.0,,
PARG,Parg,8505,MGI:1347094,26430.0,,2.0
PARK7,Park7,11315,MGI:2135637,57320.0,1.0,1.0
PARL,Parl,55486,MGI:1277152,381038.0,,2.0
PARM1,Parm1,25849,MGI:2443349,231440.0,,
PARN,Parn,5073,MGI:1921358,74108.0,2.0,0.0
PARP1,Parp1,142,MGI:1340806,11545.0,,2.0
PARP10,Parp10,84875,MGI:3712326,671535.0,,0.0
PARP11,Parp11,57097,MGI:2141505,101187.0,,1.0
PARP12,Parp12,64761,MGI:2143990,243771.0,,1.0
PARP14,Parp14,54625,MGI:1919489,547253.0,,1.0
PARP16,Parp16,54956,MGI:2446133,214424.0,,
PARP2,Parp2,10038,MGI:1341112,11546.0,,1.0
PARP3,Parp3,10039,MGI:1891258,235587.0,,1.0
PARP4,Parp4,143,MGI:2685589,328417.0,,1.0
PARP6,Parp6,56965,MGI:1914537,67287.0,,1.0
PARP8,Parp8,79668,MGI:1098713,52552.0,,1.0
PARP9,Parp9,83666,MGI:1933117,80285.0,,1.0
PARPBP,Parpbp,55010,MGI:1922567,75317.0,,
PARS2,Pars2,25973,MGI:2386296,230577.0,1.0,
PARVA,Parva,55742,MGI:1931144,57342.0,,1.0
PARVB,Parvb,29780,MGI:2153063,170736.0,,1.0
PARVG,Parvg,64098,MGI:2158329,64099.0,,
PASD1,Gm1141,139135,MGI:2685987,382221.0,,
PASK,Pask,23178,MGI:2155936,269224.0,,1.0
PATE1,Pate1,160065,MGI:4936886,100312987.0,,
PATE2,Pate2,399967,MGI:2685692,330921.0,,1.0
PATE3,Pate3,100169851,MGI:4936999,100312956.0,,
PATE4,Pate4,399968,MGI:1930790,56872.0,,1.0
PATJ,Patj,10207,MGI:1277960,12695.0,,
PATL1,Patl1,219988,MGI:2147679,225929.0,,1.0
PATL2,Patl2,197135,MGI:1914828,67578.0,1.0,1.0
PATZ1,Patz1,23598,MGI:1891832,56218.0,,2.0
PAUPAR,Paupar,103157000,MGI:5543919,103164605.0,,
PAWR,Pawr,5074,MGI:2149961,114774.0,,1.0
PAX1,Pax1,5075,MGI:97485,18503.0,1.0,2.0
PAX2,Pax2,5076,MGI:97486,18504.0,2.0,2.0
PAX3,Pax3,5077,MGI:97487,18505.0,1.0,2.0
PAX4,Pax4,5078,MGI:97488,18506.0,1.0,1.0
PAX5,Pax5,5079,MGI:97489,18507.0,,2.0
PAX6,Pax6,5080,MGI:97490,18508.0,1.0,2.0
PAX7,Pax7,5081,MGI:97491,18509.0,1.0,2.0
PAX8,Pax8,7849,MGI:97492,18510.0,1.0,2.0
PAX9,Pax9,5083,MGI:97493,18511.0,1.0,2.0
PAXBP1,Paxbp1,94104,MGI:1914617,67367.0,,1.0
PAXIP1,Paxip1,22976,MGI:1890430,55982.0,,1.0
PAXX,Paxx,286257,MGI:2442831,227622.0,,2.0
PBDC1,Pbdc1,51260,MGI:1914933,67683.0,,
PBK,Pbk,55872,MGI:1289156,52033.0,,1.0
PBRM1,Pbrm1,55193,MGI:1923998,66923.0,1.0,2.0
PBX1,Pbx1,5087,MGI:97495,18514.0,1.0,2.0
PBX2,Pbx2,5089,MGI:1341793,18515.0,,2.0
PBX3,Pbx3,5090,MGI:97496,18516.0,,2.0
PBX4,Pbx4,80714,MGI:1931321,80720.0,,
PBXIP1,Pbxip1,57326,MGI:2441670,229534.0,,1.0
PC,Pcx,5091,MGI:97520,18563.0,1.0,2.0
PCARE,Pcare,388939,MGI:2385061,225004.0,1.0,1.0
PCBD1,Pcbd1,5092,MGI:94873,13180.0,1.0,1.0
PCBD2,Pcbd2,84105,MGI:1919812,72562.0,,
PCBP1,Pcbp1,5093,MGI:1345635,23983.0,,1.0
PCBP2,Pcbp2,5094,MGI:108202,18521.0,,1.0
PCBP3,Pcbp3,54039,MGI:1890470,59093.0,,
PCBP4,Pcbp4,57060,MGI:1890471,59092.0,,1.0
PCCA,Pcca,5095,MGI:97499,110821.0,2.0,2.0
PCCB,Pccb,5096,MGI:1914154,66904.0,2.0,1.0
PCDH1,Pcdh1,5097,MGI:104692,75599.0,,0.0
PCDH10,Pcdh10,57575,MGI:1338042,18526.0,,1.0
PCDH12,Pcdh12,51294,MGI:1855700,53601.0,1.0,
PCDH15,Pcdh15,65217,MGI:1891428,11994.0,1.0,2.0
PCDH17,Pcdh17,27253,MGI:2684924,219228.0,,1.0
PCDH18,Pcdh18,54510,MGI:1920423,73173.0,,1.0
PCDH19,Pcdh19,57526,MGI:2685563,279653.0,1.0,1.0
PCDH20,Pcdh20,64881,MGI:2443376,219257.0,,1.0
PCDH7,Pcdh7,5099,MGI:1860487,54216.0,,1.0
PCDH8,Pcdh8,5100,MGI:1306800,18530.0,,0.0
PCDH9,Pcdh9,5101,MGI:1306801,211712.0,,1.0
PCDHA1,Pcdha1,56147,MGI:2150982,116731.0,,
PCDHA10,Pcdha9,56139,MGI:2447322,192161.0,,1.0
PCDHA11,Pcdha11,56138,MGI:1298372,12942.0,,
PCDHA12,Pcdha10,56137,MGI:1298408,12943.0,,
PCDHA13,Pcdha12,56136,MGI:1298370,192164.0,,
PCDHA2,Pcdha2,56146,MGI:2681880,353234.0,,1.0
PCDHA3,Pcdha3,56145,MGI:2447313,192163.0,,
PCDHA5,Pcdha5,56143,MGI:1298371,12941.0,,
PCDHA7,Pcdha7,56141,MGI:1298369,12939.0,,
PCDHA9,Pcdha8,9752,MGI:2681879,353235.0,,
PCDHAC1,Pcdhac1,56135,MGI:1891442,353236.0,,
PCDHAC2,Pcdhac2,56134,MGI:1891443,353237.0,,
PCDHB1,Pcdhb1,29930,MGI:2136730,93872.0,,
PCDHB14,Pcdhb20,56122,MGI:2136758,93891.0,,
PCDHB15,Pcdhb22,56121,MGI:2136760,93893.0,,0.0
PCDHB16,Pcdhb17,57717,MGI:2136754,93888.0,,
PCDHB2,Pcdhb2,56133,MGI:2136735,93873.0,,
PCDHB3,Pcdhb3,56132,MGI:2136737,93874.0,,
PCDHB6,Pcdhb13,56130,MGI:2136748,93884.0,,1.0
PCDHB7,Pcdhb15,56129,MGI:2136750,93886.0,,
PCDHGA1,Pcdhga1,56114,MGI:1935212,93709.0,,
PCDHGA10,Pcdhga10,56106,MGI:1935227,93722.0,,
PCDHGA11,Pcdhga11,56105,MGI:1935228,93723.0,,
PCDHGA12,Pcdhga12,26025,MGI:1935229,93724.0,,
PCDHGA2,Pcdhga2,56113,MGI:1935214,93710.0,,
PCDHGA3,Pcdhga3,56112,MGI:1935215,93711.0,,
PCDHGA4,Pcdhga4,56111,MGI:1935216,93712.0,,
PCDHGA5,Pcdhga5,56110,MGI:1935217,93713.0,,
PCDHGA6,Pcdhga6,56109,MGI:1935218,93714.0,,
PCDHGA7,Pcdhga7,56108,MGI:1935219,93715.0,,
PCDHGA8,Pcdhga8,9708,MGI:1935221,93716.0,,
PCDHGA9,Pcdhga9,56107,MGI:1935226,93717.0,,
PCDHGB1,Pcdhgb1,56104,MGI:1935169,93699.0,,0.0
PCDHGB2,Pcdhgb2,56103,MGI:1935170,93700.0,,0.0
PCDHGB4,Pcdhgb4,8641,MGI:1935173,93701.0,,
PCDHGB5,Pcdhgb5,56101,MGI:1935196,93702.0,,
PCDHGB6,Pcdhgb6,56100,MGI:1935197,93703.0,,
PCDHGB7,Pcdhgb7,56099,MGI:1935199,93704.0,,
PCDHGC3,Pcdhgc3,5098,MGI:1935201,93706.0,,0.0
PCDHGC4,Pcdhgc4,56098,MGI:1935203,93707.0,1.0,
PCDHGC5,Pcdhgc5,56097,MGI:1935205,93708.0,,
PCED1A,Pced1a,64773,MGI:2442177,319513.0,,
PCED1B,Pced1b,91523,MGI:2446270,239647.0,,
PCF11,Pcf11,51585,MGI:1919579,74737.0,,
PCGF1,Pcgf1,84759,MGI:1917087,69837.0,,2.0
PCGF2,Pcgf2,7703,MGI:99161,22658.0,1.0,2.0
PCGF3,Pcgf3,10336,MGI:1916837,69587.0,,2.0
PCGF5,Pcgf5,84333,MGI:1923505,76073.0,,
PCGF6,Pcgf6,84108,MGI:1918291,71041.0,,1.0
PCID2,Pcid2,55795,MGI:2443003,234069.0,,1.0
PCIF1,Pcif1,63935,MGI:2443858,228866.0,,1.0
PCK1,Pck1,5105,MGI:97501,18534.0,1.0,1.0
PCK2,Pck2,5106,MGI:1860456,74551.0,1.0,1.0
PCLAF,Pclaf,9768,MGI:1915276,68026.0,,1.0
PCLO,Pclo,27445,MGI:1349390,26875.0,1.0,1.0
PCM1,Pcm1,5108,MGI:1277958,18536.0,,2.0
PCMT1,Pcmt1,5110,MGI:97502,18537.0,,2.0
PCMTD1,Pcmtd1,115294,MGI:2441773,319263.0,,
PCMTD2,Pcmtd2,55251,MGI:1923927,245867.0,,
PCNA,Pcna,5111,MGI:97503,18538.0,1.0,2.0
PCNP,Pcnp,57092,MGI:1923552,76302.0,,2.0
PCNT,Pcnt,5116,MGI:102722,18541.0,2.0,2.0
PCNX1,Pcnx,22990,MGI:1891924,54604.0,,
PCNX2,Pcnx2,80003,MGI:2445010,270109.0,,1.0
PCNX3,Pcnx3,399909,MGI:1861733,104401.0,,
PCNX4,Pcnx4,64430,MGI:1914958,67708.0,,0.0
PCOLCE,Pcolce,5118,MGI:105099,18542.0,,1.0
PCOLCE2,Pcolce2,26577,MGI:1923727,76477.0,,
PCP2,Pcp2,126006,MGI:97508,18545.0,,0.0
PCP4,Pcp4,5121,MGI:97509,18546.0,,1.0
PCP4L1,Pcp4l1,654790,MGI:1913675,66425.0,,1.0
PCSK1,Pcsk1,5122,MGI:97511,18548.0,1.0,2.0
PCSK1N,Pcsk1n,27344,MGI:1353431,30052.0,,1.0
PCSK2,Pcsk2,5126,MGI:97512,18549.0,,2.0
PCSK4,Pcsk4,54760,MGI:97514,18551.0,,1.0
PCSK5,Pcsk5,5125,MGI:97515,18552.0,,2.0
PCSK6,Pcsk6,5046,MGI:102897,18553.0,,2.0
PCSK7,Pcsk7,9159,MGI:107421,18554.0,,
PCSK9,Pcsk9,255738,MGI:2140260,100102.0,1.0,1.0
PCTP,Pctp,58488,MGI:107375,18559.0,,1.0
PCYOX1,Pcyox1,51449,MGI:1914131,66881.0,,
PCYOX1L,Pcyox1l,78991,MGI:3606062,240334.0,,1.0
PCYT1A,Pcyt1a,5130,MGI:88557,13026.0,1.0,2.0
PCYT1B,Pcyt1b,9468,MGI:2147987,236899.0,,1.0
PCYT2,Pcyt2,5833,MGI:1915921,68671.0,1.0,1.0
PDAP1,Pdap1,11333,MGI:2448536,231887.0,,1.0
PDC,Pdc,5132,MGI:98090,20028.0,,1.0
PDCD1,Pdcd1,5133,MGI:104879,18566.0,1.0,2.0
PDCD10,Pdcd10,11235,MGI:1928396,56426.0,1.0,2.0
PDCD11,Pdcd11,22984,MGI:1341788,18572.0,,
PDCD1LG2,Pdcd1lg2,80380,MGI:1930125,58205.0,,1.0
PDCD2,Pdcd2,5134,MGI:104643,18567.0,,1.0
PDCD2L,Pdcd2l,84306,MGI:1915329,68079.0,,0.0
PDCD4,Pdcd4,27250,MGI:107490,18569.0,,1.0
PDCD6,Pdcd6,10016,MGI:109283,18570.0,,
PDCD6IP,Pdcd6ip,10015,MGI:1333753,18571.0,1.0,2.0
PDCD7,Pdcd7,10081,MGI:1859170,50996.0,,2.0
PDCL,Pdcl,5082,MGI:1914716,67466.0,,1.0
PDCL2,Pdcl2,132954,MGI:1890655,79455.0,,
PDCL3,Pdcl3,79031,MGI:1916083,68833.0,,
PDE10A,Pde10a,10846,MGI:1345143,23984.0,1.0,1.0
PDE11A,Pde11a,50940,MGI:3036251,241489.0,2.0,1.0
PDE12,Pde12,201626,MGI:2443226,211948.0,,0.0
PDE1A,Pde1a,5136,MGI:1201792,18573.0,,1.0
PDE1B,Pde1b,5153,MGI:97523,18574.0,,1.0
PDE1C,Pde1c,5137,MGI:108413,18575.0,0.0,
PDE2A,Pde2a,5138,MGI:2446107,207728.0,1.0,1.0
PDE3A,Pde3a,5139,MGI:1860764,54611.0,1.0,0.0
PDE3B,Pde3b,5140,MGI:1333863,18576.0,,1.0
PDE4A,Pde4a,5141,MGI:99558,18577.0,,
PDE4B,Pde4b,5142,MGI:99557,18578.0,,1.0
PDE4C,Pde4c,5143,MGI:99556,110385.0,,0.0
PDE4D,Pde4d,5144,MGI:99555,238871.0,2.0,2.0
PDE4DIP,Pde4dip,9659,MGI:1891434,83679.0,,1.0
PDE5A,Pde5a,8654,MGI:2651499,242202.0,,1.0
PDE6A,Pde6a,5145,MGI:97524,225600.0,1.0,1.0
PDE6B,Pde6b,5158,MGI:97525,18587.0,1.0,2.0
PDE6C,Pde6c,5146,MGI:105956,110855.0,1.0,1.0
PDE6D,Pde6d,5147,MGI:1270843,18582.0,1.0,1.0
PDE6G,Pde6g,5148,MGI:97526,18588.0,1.0,1.0
PDE6H,Pde6h,5149,MGI:1925850,78600.0,1.0,
PDE7A,Pde7a,5150,MGI:1202402,18583.0,,0.0
PDE7B,Pde7b,27115,MGI:1352752,29863.0,,0.0
PDE8A,Pde8a,5151,MGI:1277116,18584.0,,1.0
PDE8B,Pde8b,8622,MGI:2443999,218461.0,2.0,1.0
PDE9A,Pde9a,5152,MGI:1277179,18585.0,,1.0
PDF,Pdf,64146,MGI:1915273,68023.0,,
PDGFA,Pdgfa,5154,MGI:97527,18590.0,,2.0
PDGFB,Pdgfb,5155,MGI:97528,18591.0,2.0,2.0
PDGFC,Pdgfc,56034,MGI:1859631,54635.0,,2.0
PDGFD,Pdgfd,80310,MGI:1919035,71785.0,,1.0
PDGFRA,Pdgfra,5156,MGI:97530,18595.0,1.0,2.0
PDGFRB,Pdgfrb,5159,MGI:97531,18596.0,2.0,2.0
PDGFRL,Pdgfrl,5157,MGI:1916047,68797.0,1.0,1.0
PDHA1,Pdha1,5160,MGI:97532,18597.0,2.0,2.0
PDHA2,Pdha2,5161,MGI:97533,18598.0,0.0,1.0
PDHB,Pdhb,5162,MGI:1915513,68263.0,1.0,1.0
PDHX,Pdhx,8050,MGI:1351627,27402.0,1.0,1.0
PDIA2,Pdia2,64714,MGI:1916441,69191.0,,
PDIA3,Pdia3,2923,MGI:95834,14827.0,,2.0
PDIA4,Pdia4,9601,MGI:104864,12304.0,,1.0
PDIA5,Pdia5,10954,MGI:1919849,72599.0,,
PDIA6,Pdia6,10130,MGI:1919103,71853.0,,1.0
PDIK1L,Pdik1l,149420,MGI:2385213,230809.0,,2.0
PDILT,Pdilt,204474,MGI:1919080,71830.0,,1.0
PDK1,Pdk1,5163,MGI:1926119,228026.0,,1.0
PDK2,Pdk2,5164,MGI:1343087,18604.0,,2.0
PDK3,Pdk3,5165,MGI:2384308,236900.0,1.0,1.0
PDK4,Pdk4,5166,MGI:1351481,27273.0,,2.0
PDLIM1,Pdlim1,9124,MGI:1860611,54132.0,,1.0
PDLIM2,Pdlim2,64236,MGI:2384850,213019.0,,1.0
PDLIM3,Pdlim3,27295,MGI:1859274,53318.0,,1.0
PDLIM4,Pdlim4,8572,MGI:1353470,30794.0,0.0,
PDLIM5,Pdlim5,10611,MGI:1927489,56376.0,,1.0
PDLIM7,Pdlim7,9260,MGI:1914649,67399.0,,2.0
PDP1,Pdp1,54704,MGI:2685870,381511.0,1.0,2.0
PDP2,Pdp2,57546,MGI:1918878,382051.0,,0.0
PDPN,Pdpn,10630,MGI:103098,14726.0,2.0,2.0
PDPR,Pdpr,55066,MGI:2442188,319518.0,,1.0
PDRG1,Pdrg1,81572,MGI:1915809,68559.0,,
PDS5A,Pds5a,23244,MGI:1918771,71521.0,,2.0
PDS5B,Pds5b,23047,MGI:2140945,100710.0,,2.0
PDSS1,Pdss1,23590,MGI:1889278,56075.0,1.0,1.0
PDSS2,Pdss2,57107,MGI:1918615,71365.0,1.0,2.0
PDX1,Pdx1,3651,MGI:102851,18609.0,2.0,2.0
PDXK,Pdxk,8566,MGI:1351869,216134.0,1.0,0.0
PDXP,Pdxp,57026,MGI:1919282,57028.0,,1.0
PDYN,Pdyn,5173,MGI:97535,18610.0,1.0,2.0
PDZD11,Pdzd11,51248,MGI:1919871,72621.0,,
PDZD2,Pdzd2,23037,MGI:1922394,68070.0,,1.0
PDZD4,Pdzd4,57595,MGI:2443483,245469.0,,
PDZD7,Pdzd7,79955,MGI:3608325,100503041.0,1.0,1.0
PDZD8,Pdzd8,118987,MGI:2677270,107368.0,1.0,2.0
PDZD9,Pdzd9,255762,MGI:1915233,67983.0,,
PDZK1IP1,Pdzk1ip1,10158,MGI:1914432,67182.0,,
PDZPH1P,Pdzph1,105379197,MGI:1916489,69239.0,,
PDZRN3,Pdzrn3,23024,MGI:1933157,55983.0,,1.0
PDZRN4,Pdzrn4,29951,MGI:3056996,239618.0,,
PEA15,Pea15a,8682,MGI:104799,18611.0,,1.0
PEAK1,Peak1,79834,MGI:2442366,244895.0,,2.0
PEAR1,Pear1,375033,MGI:1920432,73182.0,,1.0
PEBP4,Pebp4,157310,MGI:1920773,73523.0,,0.0
PECAM1,Pecam1,5175,MGI:97537,18613.0,,2.0
PECR,Pecr,55825,MGI:2148199,111175.0,,
PEF1,Pef1,553115,MGI:1915148,67898.0,,
PEG10,Peg10,23089,MGI:2157785,170676.0,,1.0
PEG13,Peg13,359809,MGI:2663476,353342.0,,
PEG3,Peg3,5178,MGI:104748,18616.0,,1.0
PELI1,Peli1,57162,MGI:1914495,67245.0,,2.0
PELI2,Peli2,57161,MGI:1891445,93834.0,,1.0
PELI3,Peli3,246330,MGI:1924963,240518.0,,1.0
PELO,Pelo,53918,MGI:2145154,105083.0,,1.0
PELP1,Pelp1,27043,MGI:1922523,75273.0,,
PEMT,Pemt,10400,MGI:104535,18618.0,,1.0
PENK,Penk,5179,MGI:104629,18619.0,,2.0
PEPB,Pepb,5182,MGI:97540,,,
PEPD,Pepd,5184,MGI:97542,18624.0,2.0,2.0
PER1,Per1,5187,MGI:1098283,18626.0,,2.0
PER2,Per2,8864,MGI:1195265,18627.0,1.0,2.0
PER3,Per3,8863,MGI:1277134,18628.0,1.0,1.0
PERCC1,Percc1,105371045,MGI:5621540,102643076.0,1.0,1.0
PERM1,Perm1,84808,MGI:1921433,74183.0,,
PERP,Perp,64065,MGI:1929938,64058.0,1.0,2.0
PES1,Pes1,23481,MGI:1890613,64934.0,,1.0
PET100,Pet100,100131801,MGI:3615306,100503890.0,2.0,
PET117,Pet117,100303755,MGI:5295678,100048644.0,1.0,
PEX1,Pex1,5189,MGI:1918632,71382.0,2.0,2.0
PEX10,Pex10,5192,MGI:2684988,668173.0,2.0,1.0
PEX11A,Pex11a,8800,MGI:1338788,18631.0,,1.0
PEX11B,Pex11b,8799,MGI:1338882,18632.0,2.0,2.0
PEX11G,Pex11g,92960,MGI:1920905,69129.0,,
PEX12,Pex12,5193,MGI:2144177,103737.0,2.0,
PEX13,Pex13,5194,MGI:1919379,72129.0,2.0,2.0
PEX14,Pex14,5195,MGI:1927868,56273.0,2.0,1.0
PEX16,Pex16,9409,MGI:1338829,18633.0,2.0,1.0
PEX19,Pex19,5824,MGI:1334458,19298.0,2.0,
PEX2,Pex2,5828,MGI:107486,19302.0,2.0,2.0
PEX26,Pex26,55670,MGI:1921293,74043.0,2.0,1.0
PEX3,Pex3,8504,MGI:1929646,56535.0,2.0,2.0
PEX5,Pex5,5830,MGI:1098808,19305.0,2.0,2.0
PEX5L,Pex5l,51555,MGI:1916672,58869.0,,1.0
PEX6,Pex6,5190,MGI:2385054,224824.0,2.0,2.0
PEX7,Pex7,5191,MGI:1321392,18634.0,1.0,2.0
PFAS,Pfas,5198,MGI:2684864,237823.0,,2.0
PFDN1,Pfdn1,5201,MGI:1914449,67199.0,,2.0
PFDN2,Pfdn2,5202,MGI:1276111,18637.0,,1.0
PFDN4,Pfdn4,5203,MGI:1923512,109054.0,,
PFDN5,Pfdn5,5204,MGI:1928753,56612.0,,2.0
PFDN6,Pfdn6,10471,MGI:95908,14976.0,,1.0
PFKFB1,Pfkfb1,5207,MGI:107816,18639.0,,
PFKFB2,Pfkfb2,5208,MGI:107815,18640.0,,1.0
PFKFB3,Pfkfb3,5209,MGI:2181202,170768.0,,2.0
PFKFB4,Pfkfb4,5210,MGI:2687284,270198.0,,1.0
PFKL,Pfkl,5211,MGI:97547,18641.0,,1.0
PFKM,Pfkm,5213,MGI:97548,18642.0,1.0,2.0
PFKP,Pfkp,5214,MGI:1891833,56421.0,,
PFN1,Pfn1,5216,MGI:97549,18643.0,1.0,2.0
PFN2,Pfn2,5217,MGI:97550,18645.0,,1.0
PFN3,Pfn3,345456,MGI:2178800,75477.0,,1.0
PFN4,Pfn4,375189,MGI:1920121,382562.0,,1.0
PGAM2,Pgam2,5224,MGI:1933118,56012.0,1.0,
PGAM5,Pgam5,192111,MGI:1919792,72542.0,,2.0
PGAP1,Pgap1,80055,MGI:2443342,241062.0,1.0,2.0
PGAP2,Pgap2,27315,MGI:2385286,233575.0,1.0,2.0
PGAP3,Pgap3,93210,MGI:2444461,320655.0,1.0,2.0
PGAP4,Pgap4,84302,MGI:1914313,67063.0,,
PGAP6,Pgap6,58986,MGI:1926283,60455.0,,1.0
PGBD1,Pgbd1,84547,MGI:2441675,319207.0,,2.0
PGBD5,Pgbd5,79605,MGI:2429955,209966.0,,2.0
PGC,Pgc,5225,MGI:98909,109820.0,,
PGD,Pgd,5226,MGI:97553,110208.0,,1.0
PGF,Pgf,5228,MGI:105095,18654.0,,2.0
PGGHG,Pgghg,80162,MGI:2444047,212974.0,,
PGGT1B,Pggt1b,5229,MGI:1917514,225467.0,,2.0
PGK1,Pgk1,5230,MGI:97555,18655.0,1.0,
PGK2,Pgk2,5232,MGI:97563,18663.0,,1.0
PGLS,Pgls,25796,MGI:1913421,66171.0,,0.0
PGLYRP1,Pglyrp1,8993,MGI:1345092,21946.0,,2.0
PGLYRP2,Pglyrp2,114770,MGI:1928099,57757.0,,2.0
PGLYRP3,Pglyrp3,114771,MGI:2685266,242100.0,,2.0
PGLYRP4,Pglyrp4,57115,MGI:2686324,384997.0,,2.0
PGM1,Pgm1,5236,MGI:97565,72157.0,2.0,1.0
PGM2,Pgm2,55276,MGI:97564,66681.0,,
PGM2L1,Pgm2l1,283209,MGI:1918224,70974.0,,
PGM3,Pgm3,5238,MGI:97566,109785.0,2.0,2.0
PGM5,Pgm5,5239,MGI:1925668,226041.0,,
PGP,Pgp,283871,MGI:1914328,67078.0,,1.0
PGPEP1,Pgpep1,54858,MGI:1913772,66522.0,,
PGPEP1L,Pgpep1l,145814,MGI:1925694,78444.0,,
PGR,Pgr,5241,MGI:97567,18667.0,1.0,2.0
PGRMC1,Pgrmc1,10857,MGI:1858305,53328.0,,2.0
PGRMC2,Pgrmc2,10424,MGI:1918054,70804.0,,2.0
PGS1,Pgs1,9489,MGI:1921701,74451.0,,1.0
PHACTR1,Phactr1,221692,MGI:2659021,218194.0,1.0,2.0
PHACTR2,Phactr2,9749,MGI:2446138,215789.0,,
PHACTR3,Phactr3,116154,MGI:1921439,74189.0,,
PHACTR4,Phactr4,65979,MGI:2140327,100169.0,,1.0
PHAF1,Phaf1,80262,MGI:2443049,234678.0,,
PHAX,Phax,51808,MGI:1891839,56698.0,,
PHB1,Phb,5245,MGI:97572,18673.0,1.0,1.0
PHB2,Phb2,11331,MGI:102520,12034.0,,1.0
PHC1,Phc1,1911,MGI:103248,13619.0,1.0,2.0
PHC2,Phc2,1912,MGI:1860454,54383.0,,2.0
PHC3,Phc3,80012,MGI:2181434,241915.0,,1.0
PHETA1,Pheta1,144717,MGI:2442708,231717.0,,
PHETA2,Pheta2,150368,MGI:2443609,338368.0,,
PHEX,Phex,5251,MGI:107489,18675.0,1.0,2.0
PHF1,Phf1,5252,MGI:98647,21652.0,,
PHF10,Phf10,55274,MGI:1919307,72057.0,,0.0
PHF12,Phf12,57649,MGI:1924057,268448.0,,
PHF13,Phf13,148479,MGI:2446217,230936.0,,1.0
PHF14,Phf14,9678,MGI:1923539,75725.0,,1.0
PHF19,Phf19,26147,MGI:1921266,74016.0,,1.0
PHF2,Phf2,5253,MGI:1338034,18676.0,,1.0
PHF20,Phf20,51230,MGI:2444148,228829.0,,1.0
PHF20L1,Phf20l1,51105,MGI:2444412,239510.0,,2.0
PHF21A,Phf21a,51317,MGI:2384756,192285.0,1.0,1.0
PHF21B,Phf21b,112885,MGI:2443812,271305.0,,1.0
PHF23,Phf23,79142,MGI:1925496,78246.0,,
PHF24,Phf24,23349,MGI:2140712,230085.0,,1.0
PHF3,Phf3,23469,MGI:2446126,213109.0,,
PHF5A,Phf5a,84844,MGI:2156864,68479.0,,0.0
PHF6,Phf6,84295,MGI:1918248,70998.0,1.0,2.0
PHF7,Phf7,51533,MGI:1919088,71838.0,,1.0
PHF8,Phf8,23133,MGI:2444341,320595.0,1.0,1.0
PHGDH,Phgdh,26227,MGI:1355330,236539.0,2.0,2.0
PHGR1,Phgr1,644844,MGI:1858382,53906.0,,
PHIP,Phip,55023,MGI:1932404,83946.0,1.0,2.0
PHKA1,Phka1,5255,MGI:97576,18679.0,1.0,1.0
PHKA2,Phka2,5256,MGI:97577,110094.0,1.0,
PHKB,Phkb,5257,MGI:97578,102093.0,1.0,1.0
PHKG1,Phkg1,5260,MGI:97579,18682.0,,1.0
PHKG2,Phkg2,5261,MGI:1916211,68961.0,1.0,1.0
PHLDA1,Phlda1,22822,MGI:1096880,21664.0,,
PHLDA2,Phlda2,7262,MGI:1202307,22113.0,,1.0
PHLDA3,Phlda3,23612,MGI:1351485,27280.0,,0.0
PHLDB1,Phldb1,23187,MGI:2143230,102693.0,,1.0
PHLDB2,Phldb2,90102,MGI:2444981,208177.0,,1.0
PHLDB3,Phldb3,653583,MGI:3642959,232970.0,,
PHLPP1,Phlpp1,23239,MGI:2138327,98432.0,,1.0
PHLPP2,Phlpp2,23035,MGI:2444928,244650.0,,1.0
PHOSPHO1,Phospho1,162466,MGI:2447348,237928.0,,1.0
PHOSPHO2,Phospho2,493911,MGI:1920623,73373.0,,
PHOX2A,Phox2a,401,MGI:106633,11859.0,1.0,1.0
PHOX2B,Phox2b,8929,MGI:1100882,18935.0,2.0,2.0
PHPT1,Phpt1,29085,MGI:1922704,75454.0,,1.0
PHRF1,Phrf1,57661,MGI:2141847,101471.0,,2.0
