entrez_id_human,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO,oe_lof_upper,pLI,mis_z
392138,258990.0,,,1.575,0.0010007,-0.74936
393046,258270.0,,,1.791,1.7421e-05,-0.21542
341152,259066.0,,,1.618,0.0036632,-0.017179
127623,257962.0,,,1.585,0.00022477,0.28473
26212,218066.0,,,1.187,0.0034004,0.15025
4993,18312.0,,,1.647,3.8058e-05,-0.52719
135948,258207.0,,,1.701,2.9273e-05,-0.63026
442197,258219.0,,,,,
26248,258922.0,,,1.541,0.0011135,-0.028051
26696,18330.0,,,1.916,6.188e-10,-0.70663
403244,257982.0,,,1.59,0.18682,-0.46298
254879,258387.0,,,1.886,4.1385e-05,-0.44805
26693,18356.0,,,1.906,1.6993e-07,0.048642
285659,258334.0,,,1.395,0.081893,-0.15756
81406,258534.0,,,,,
390756,259006.0,,,,,
81328,258975.0,,,,,-4.9077
79346,258983.0,,,1.663,0.0032052,0.90563
26689,258407.0,,,1.654,0.00017181,0.35993
219986,258675.0,,,1.919,4.5606e-06,-0.90398
219875,258601.0,,,1.87,9.0283e-06,-0.1594
219983,258673.0,,,1.497,0.0050885,-0.20297
26686,57271.0,,,1.481,0.0053058,-0.7259
390649,258439.0,,,1.371,0.08518,-1.0572
390648,258441.0,,,1.846,1.1444e-05,-1.3251
79544,258039.0,,,1.943,6.9454e-08,-2.209
390431,258486.0,,,1.891,3.8826e-05,-2.2063
79317,258275.0,,,1.771,9.9425e-05,-1.845
390437,258487.0,,,1.472,0.020486,-1.4164
81300,257937.0,,,1.542,0.017593,-0.22847
441669,257909.0,,,1.931,1.6435e-08,-3.0987
119687,258248.0,,,1.944,2.5439e-06,-0.86002
79345,18366.0,,,1.677,0.012734,-0.95221
79339,18367.0,,,1.681,0.00069519,-0.631
390038,258358.0,,,1.536,0.0045855,-1.1873
143503,259097.0,,,1.68,0.0030352,0.23786
81285,170639.0,,1.0,1.681,0.00015308,-1.5042
119694,259095.0,,,1.836,4.1263e-07,-0.7359
79324,259119.0,,,1.52,0.001192,-0.96847
81282,259113.0,,,1.616,0.0036881,-1.0953
390063,258819.0,,,1.622,0.00085828,-1.6345
390064,259075.0,,,1.206,0.036748,-1.4951
390059,258961.0,,,1.541,0.0045344,-1.2997
119692,259089.0,,,1.524,0.00028152,-0.75306
401665,258357.0,,,1.802,1.6162e-05,-0.76102
255725,259063.0,,,1.934,1.4968e-08,-0.87243
340980,259049.0,,,1.591,0.0039544,-0.13099
390066,259058.0,,,1.737,0.00055635,-1.037
390081,258355.0,,,1.934,5.593e-07,-0.88576
390082,258753.0,,,,,
390067,258746.0,,,1.528,0.0046856,-0.3954
119679,404317.0,,,1.915,4.9269e-06,-0.54029
119772,258322.0,,,1.96,5.5596e-09,-2.4338
81248,259078.0,,,,,
120787,258352.0,,,1.693,0.00066442,-0.45823
283110,18368.0,,,,,
219982,258677.0,,,1.627,8.8011e-06,-0.80147
219981,258116.0,,,,,0.021805
338675,258573.0,,,1.573,0.0041572,-0.046176
219493,259017.0,,0.0,1.94,7.6881e-08,-1.2776
219447,258586.0,,,1.825,0.0016835,-1.1754
390445,258420.0,,,1.891,1.2459e-06,-1.2479
390190,258700.0,,,1.471,0.072121,-0.62791
219968,258697.0,,,1.935,3.2629e-06,-0.045562
392391,258371.0,,,1.742,0.00011562,0.18443
10798,258640.0,,,1.936,5.2554e-07,-0.6812
282775,259012.0,,,1.751,0.0023661,-1.3976
219484,257916.0,,,1.371,0.025433,-1.4788
390154,258363.0,,,1.796,0.0004197,-1.0573
8590,18317.0,,,1.183,0.11773,-1.2685
135946,259067.0,,,1.752,4.3351e-06,0.41753
150681,259041.0,,,1.898,0.00019086,0.088616
254783,258772.0,,,1.647,0.0033696,0.34723
390323,258935.0,,,1.511,0.018817,-0.07044
343169,258614.0,,,1.925,0.00069042,0.33591
81448,258302.0,,,1.883,2.4185e-07,-1.2406
391114,258716.0,,,1.89,0.092932,-0.41893
128371,404222.0,,,1.601,0.00091859,-0.34232
128372,258717.0,,,1.742,0.0001156,-0.22101
81442,258713.0,,,1.381,0.0018194,0.1554
128366,258756.0,,,1.849,5.8864e-05,0.17493
341799,404319.0,,,1.313,0.028811,-0.98228
390260,258608.0,,,1.544,0.0011048,0.44289
391112,546747.0,,,1.591,0.00095201,-0.97435
283162,258794.0,,,1.324,0.028169,0.42575
26493,258310.0,,,1.631,0.014312,-0.23512
338662,258854.0,,,1.157,0.12338,-0.29845
120586,258763.0,,,1.867,9.3688e-06,-1.3058
390157,258575.0,,,1.912,5.1722e-06,-0.6927
219479,259015.0,,,,,
26495,258380.0,,,,,
135924,258569.0,,,1.517,0.00028864,0.52328
130075,258381.0,,,1.924,1.1843e-07,-0.74643
219956,258097.0,,,1.628,0.00083932,-0.22144
219957,258736.0,,,1.89,6.1559e-09,-0.1264
84876,109305.0,1.0,2.0,1.777,1.9068e-05,0.61882
80228,269717.0,,1.0,0.916,0.20459,1.4535
93129,269999.0,,0.0,1.234,0.034454,0.074418
4998,18392.0,1.0,2.0,0.881,1.7297e-14,0.2355
4999,18393.0,,1.0,0.364,0.84443,1.0601
23595,50793.0,,1.0,0.707,1.617e-09,0.51518
5000,26428.0,1.0,1.0,1.13,7.5667e-13,-0.20334
5001,26429.0,,,0.861,2.115e-06,0.62821
23594,56452.0,1.0,1.0,1.393,3.3618e-07,-0.48738
94101,227102.0,,,1.158,0.12321,0.77725
29095,66844.0,,1.0,0.938,0.19417,0.4615
94103,66612.0,,1.0,0.591,0.78329,1.3172
10956,216440.0,,1.0,0.782,2.8559e-09,1.0489
5007,76303.0,,1.0,0.26,0.99855,3.585
23762,74309.0,,1.0,0.514,0.00043434,1.8565
114884,74486.0,,,0.696,3.3256e-07,0.87045
114885,106326.0,,1.0,0.358,0.83432,2.2935
114876,64291.0,,,0.522,2.576e-07,1.5575
9885,228983.0,0.0,1.0,0.481,0.13102,1.9745
26031,71720.0,,1.0,0.538,1.585e-06,1.1792
114879,79196.0,,,0.555,4.6494e-06,0.66465
114880,99031.0,,,0.202,0.99999,1.7799
114881,71240.0,,,0.444,0.0028675,2.1303
114882,237542.0,,1.0,0.416,0.010518,2.9974
114883,100273.0,,,0.309,0.97558,2.6559
126014,232790.0,,1.0,1.475,0.00033644,0.27629
127700,230751.0,,1.0,1.14,7.0317e-10,1.1191
51526,66680.0,,1.0,0.948,0.0028566,0.73858
55644,66246.0,1.0,0.0,1.084,7.0838e-08,0.75927
64172,72085.0,,,0.995,6.7346e-05,0.79217
29948,71839.0,,,1.444,1.5746e-11,-1.2845
734,209212.0,,,0.427,0.59345,1.8797
5008,18413.0,,1.0,1.056,0.58916,0.29393
9180,18414.0,1.0,2.0,0.944,9.2144e-18,0.11315
130497,23967.0,,2.0,0.46,0.86296,1.738
116039,107587.0,,2.0,0.794,0.13046,1.8321
100128731,67695.0,,,1.738,0.38665,0.78962
58505,66357.0,,,1.043,0.018353,0.99757
26578,20409.0,,1.0,0.856,0.001656,0.43077
28962,14628.0,2.0,2.0,0.737,0.011293,1.0937
344901,239790.0,,1.0,1.745,0.00053727,-0.1458
5009,18416.0,1.0,2.0,0.406,0.87295,1.3274
146183,246190.0,0.0,1.0,0.692,3.0274e-10,0.28135
9381,83762.0,1.0,1.0,0.875,5.3804e-39,-0.28849
340990,18419.0,1.0,1.0,0.749,6.6065e-37,1.9162
283310,628870.0,0.0,1.0,0.9,4.7009e-52,0.57761
131149,229389.0,,1.0,1.815,1.4999e-15,-0.96652
133060,21906.0,,1.0,1.883,4.8437e-24,-0.66425
92736,237987.0,,1.0,1.404,3.5925e-14,0.30633
347741,69602.0,,,1.151,3.6938e-11,-1.2
56914,57329.0,,1.0,1.513,0.0048775,-0.45784
150677,260301.0,,1.0,1.93,2.0966e-05,-0.12064
23440,18420.0,,2.0,0.54,0.74039,1.0209
55611,107260.0,,2.0,0.309,0.97107,2.195
78990,68149.0,,,1.856,4.5366e-11,0.45221
220213,71198.0,,1.0,0.619,0.65091,1.2618
23252,73162.0,,1.0,0.922,3.5645e-05,0.766
54726,73945.0,,0.0,0.212,0.99997,1.5625
55593,54644.0,2.0,1.0,0.173,0.99717,3.994
139562,408193.0,,1.0,1.895,0.28466,1.8218
51633,72201.0,1.0,1.0,1.323,1.2841e-07,0.29632
161725,170711.0,,1.0,0.333,0.95249,2.865
56957,229603.0,,2.0,0.478,0.011339,0.7943
90268,432940.0,1.0,2.0,,,
54491,223433.0,,,,,
5013,18423.0,,2.0,0.443,0.85508,1.386
5015,18424.0,2.0,2.0,0.376,0.92344,1.0457
100309464,606497.0,,,,,
124641,246257.0,,,1.889,1.2811e-06,-1.377
341277,244199.0,,1.0,1.934,2.5933e-35,-0.073517
5016,12659.0,,,0.723,0.00067299,-0.13398
5017,18426.0,,2.0,0.422,0.87808,1.3709
58495,107586.0,1.0,2.0,0.567,0.70889,1.0897
728361,381867.0,,,1.137,0.0011868,0.9576
5018,69089.0,,1.0,1.045,1.8749e-10,-0.95621
5019,67041.0,1.0,1.0,0.541,0.0047279,2.5667
100874002,414066.0,,,,,
27199,239283.0,,1.0,1.588,4.9619e-05,0.087545
339229,66431.0,,,1.282,0.26634,-0.30103
92106,218885.0,,,1.46,4.4226e-08,-0.4541
55074,170719.0,1.0,1.0,0.344,0.84148,1.0161
54995,71147.0,,,1.156,2.4742e-05,-0.021558
9943,108737.0,,1.0,0.368,0.77444,2.6028
5020,18429.0,,2.0,0.729,0.71197,0.78715
5021,18430.0,,1.0,1.268,0.00071066,1.1568
5023,18436.0,,1.0,1.206,6.7632e-11,1.0221
22953,231602.0,0.0,2.0,1.403,9.6508e-13,0.23205
5024,228139.0,,1.0,0.932,1.0318e-06,1.2711
5025,18438.0,,2.0,1.282,4.9835e-12,0.77874
5026,94045.0,,1.0,1.267,2.8546e-13,-0.74214
9127,18440.0,,1.0,1.1,4.468e-09,0.83988
5027,18439.0,,2.0,0.916,3.3344e-11,0.40125
5028,18441.0,,1.0,0.597,0.51522,1.6122
27334,78826.0,,,1.039,0.15542,1.36
64805,70839.0,1.0,1.0,1.406,0.0016859,0.86298
53829,74191.0,,1.0,1.503,0.00030364,0.41714
9934,140795.0,,2.0,1.338,0.00054873,-0.10356
5029,18442.0,,1.0,0.91,0.084245,0.19797
5030,57385.0,,1.0,1.0,0.1687,-0.31675
5031,233571.0,,1.0,1.875,1.5307e-06,0.38327
64175,56401.0,1.0,2.0,,,
55214,210530.0,0.0,1.0,,,
10536,14789.0,,1.0,,,
10609,66180.0,,1.0,,,
110117498,67323.0,,,,,
5033,18451.0,,1.0,0.344,0.93166,2.014
8974,18452.0,2.0,,0.657,1.9699e-06,0.82119
283208,320452.0,,1.0,0.943,7.8011e-10,0.52677
5034,18453.0,1.0,1.0,0.224,0.99662,1.3065
54681,74443.0,1.0,1.0,1.005,3.9204e-09,1.5426
5036,18813.0,,1.0,0.199,0.99876,3.5227
116224,68034.0,,,,,
159090,78755.0,,,,,
159091,73866.0,,,,,
80336,381404.0,,1.0,0.621,0.00043212,1.3687
340529,668382.0,,,1.812,0.35004,1.0268
8761,230721.0,,1.0,0.232,0.99905,2.9204
132430,241989.0,,0.0,1.047,0.00053305,1.4717
140886,93728.0,,1.0,0.413,0.89297,1.9555
8106,54196.0,1.0,1.0,0.569,0.39216,1.8072
390748,382035.0,,1.0,1.872,1.0122e-16,-0.8376
55248,66950.0,,1.0,,,
135138,69310.0,,0.0,1.244,2.4288e-07,0.88416
133015,66768.0,,,1.694,1.2636e-12,0.22919
55690,107975.0,2.0,1.0,0.185,0.99999,3.71
23241,217893.0,1.0,1.0,0.279,0.99583,2.2358
29993,23969.0,,2.0,0.197,0.99887,2.6315
11252,23970.0,,1.0,0.454,0.21345,1.3015
29763,80708.0,,,0.642,0.0018909,0.77647
29943,18599.0,,1.0,1.136,2.0388e-15,-1.0475
11240,18600.0,,1.0,0.891,4.9471e-11,0.48982
51702,18601.0,0.0,1.0,0.943,2.3615e-10,0.16865
23569,18602.0,,2.0,1.136,4.6001e-16,-0.077498
353238,242726.0,0.0,1.0,,,
54623,54624.0,,0.0,0.622,0.00016932,2.7531
5048,18472.0,2.0,2.0,0.107,0.99995,3.5284
5049,18475.0,,1.0,0.364,0.93401,1.6503
5050,18476.0,,1.0,0.975,0.0024816,1.0591
5051,100163.0,,1.0,1.113,3.8282e-09,-0.11985
55824,94212.0,,1.0,0.685,0.017764,0.99159
79447,67278.0,,1.0,0.538,0.74265,0.63229
5053,18478.0,1.0,2.0,1.502,6.4046e-23,-0.64755
10606,67054.0,1.0,1.0,0.826,2.7905e-05,1.1343
10605,218693.0,,1.0,0.198,0.99884,0.90342
51247,67869.0,,1.0,0.717,0.55414,1.3993
400961,232164.0,,1.0,1.454,0.0014573,0.3724
5058,18479.0,1.0,2.0,0.563,0.0013306,4.0036
55003,68083.0,,2.0,0.518,0.36265,0.82693
5062,224105.0,1.0,2.0,0.32,0.97169,3.4003
5063,18481.0,1.0,1.0,0.286,0.98716,3.5336
10298,70584.0,,2.0,0.784,4.3602e-05,0.59041
57144,241656.0,,1.0,,,
79728,233826.0,2.0,2.0,1.006,3.0379000000000004e-19,0.27604
27143,27355.0,,,0.907,3.065e-15,0.83207
23022,72333.0,1.0,1.0,0.508,5.2547e-06,0.88148
5064,18483.0,,0.0,0.517,0.51902,0.71581
445815,677884.0,,,,,
342979,74337.0,,1.0,0.616,0.48446,1.3155
54873,114301.0,,1.0,0.698,0.00033855,-0.16756
64398,56217.0,,2.0,,,
51678,56524.0,,1.0,,,
5066,18484.0,,1.0,0.52,6.934e-06,0.95968
25891,210622.0,,,1.429,6.2624e-32,-0.46471
9924,103135.0,,1.0,0.315,0.93596,3.1762
255967,72587.0,,1.0,0.15,0.99999,2.5155
53354,75735.0,,2.0,0.687,0.0026757,1.592
80025,74450.0,1.0,2.0,0.967,7.4034e-07,0.17856
79646,211347.0,,1.0,0.893,4.5167e-05,2.4969
55229,269614.0,0.0,1.0,0.304,0.98325,2.4165
100506421,66297.0,,,,,
24145,55991.0,1.0,2.0,1.117,2.4684e-06,-0.42381
56666,406218.0,,1.0,1.222,4.4188e-06,3.3492
116337,208098.0,,1.0,1.077,3.9672e-05,0.46641
196743,212503.0,,1.0,1.353,4.8573e-09,0.21109
89932,170721.0,,,1.141,7.489499999999999e-38,0.42641
10914,18789.0,,1.0,0.177,0.99998,3.5467
56903,56522.0,,1.0,0.81,0.0023083,-0.14886
64895,216578.0,,1.0,0.266,0.9979,2.1969
5069,18491.0,,1.0,0.354,0.1613,2.2145
60676,23850.0,1.0,2.0,0.485,7.7879e-08,1.0861
9061,23971.0,,0.0,0.792,6.3322e-08,1.738
9060,23972.0,1.0,2.0,0.955,1.9748e-10,0.46124
152559,231474.0,,1.0,0.916,3.7364e-05,0.59725
124222,76498.0,,,1.697,1.1796e-06,-0.41208
54852,74090.0,,,0.705,0.037162,0.77206
79957,68957.0,,1.0,1.523,6.5548e-05,0.75076
164091,71904.0,,,1.175,0.00028797,0.95145
85315,74229.0,,0.0,0.759,0.15149,0.85472
344838,75552.0,,0.0,0.783,0.1367,2.8261
101929371,,,,,,
56288,93742.0,,2.0,0.306,0.95577,1.0399
117583,72823.0,,1.0,0.723,7.2829e-13,-0.56396
50855,56513.0,,0.0,1.016,0.0064719,1.6935
84612,58220.0,,,0.36,0.92583,1.387
84552,93737.0,,,0.876,0.095027,1.8442
8505,26430.0,,2.0,0.421,0.39209,2.1056
11315,57320.0,1.0,1.0,0.529,0.75335,0.16459
55486,381038.0,,2.0,0.745,0.00019181,-0.079152
25849,231440.0,,,1.215,0.000869,0.073789
5073,74108.0,2.0,0.0,0.519,0.00037303,0.79435
142,11545.0,,2.0,0.479,0.00033366,0.81805
84875,671535.0,,0.0,0.74,1.8208e-08,1.5504
57097,101187.0,,1.0,1.189,6.1763e-09,0.69757
64761,243771.0,,1.0,0.768,9.2524e-08,0.95638
54625,547253.0,,1.0,0.395,0.0067415,2.6258
54956,214424.0,,,1.478,2.9939e-10,0.36675
10038,11546.0,,1.0,0.99,2.3289e-13,0.48963
10039,235587.0,,1.0,1.242,1.9738e-14,0.30965
143,328417.0,,1.0,0.837,4.8204000000000004e-27,0.12667
56965,67287.0,,1.0,0.186,0.99996,3.176
79668,52552.0,,1.0,0.391,0.059603,2.0031
83666,80285.0,,1.0,0.814,4.998e-09,1.0113
55010,75317.0,,,1.453,1.1929e-16,-0.33058
25973,230577.0,1.0,,0.882,0.0041217,0.28778
55742,57342.0,,1.0,0.465,0.40854,0.99835
29780,170736.0,,1.0,1.278,2.3813e-13,0.096674
64098,64099.0,,,0.896,1.4217e-05,0.28195
139135,382221.0,,,0.379,0.82307,-0.81232
23178,269224.0,,1.0,0.965,1.9519999999999998e-21,-0.042969
160065,100312987.0,,,1.954,7.3818e-09,-0.48043
399967,330921.0,,1.0,1.736,0.0005579,-0.29513
100169851,100312956.0,,,1.695,0.047274,0.81378
399968,56872.0,,1.0,1.853,0.0014234,0.17587
10207,12695.0,,,,,
219988,225929.0,,1.0,0.316,0.964,2.4376
197135,67578.0,1.0,1.0,0.979,1.21e-11,1.4833
23598,56218.0,,2.0,0.229,0.99598,3.1076
103157000,103164605.0,,,,,
5074,114774.0,,1.0,0.704,0.089515,0.49518
5075,18503.0,1.0,2.0,0.498,0.70019,-0.75795
5076,18504.0,2.0,2.0,0.434,0.66999,1.4895
5077,18505.0,1.0,2.0,0.475,0.24063,1.618
5078,18506.0,1.0,1.0,0.894,0.00042273,-0.55996
5079,18507.0,,2.0,0.165,0.99798,2.4521
5080,18508.0,1.0,2.0,0.169,0.99975,2.8175
5081,18509.0,1.0,2.0,0.558,0.14469,0.8039
7849,18510.0,1.0,2.0,0.2,0.99869,0.78514
5083,18511.0,1.0,2.0,0.614,0.30866,0.61871
94104,67367.0,,1.0,0.19,0.99999,2.6647
22976,55982.0,,1.0,0.099,1.0,3.283
286257,227622.0,,2.0,,,
51260,67683.0,,,0.698,0.57162,0.68048
55872,52033.0,,1.0,1.213,1.2188e-06,0.66262
55193,66923.0,1.0,2.0,0.129,1.0,3.8389
5087,18514.0,1.0,2.0,0.255,0.99527,3.8266
5089,18515.0,,2.0,0.234,0.99532,1.8376
5090,18516.0,,2.0,0.476,0.36301,2.1648
80714,80720.0,,,1.032,5.2605e-05,0.66802
57326,229534.0,,1.0,0.922,9.7925e-11,0.79306
5091,18563.0,1.0,2.0,0.435,0.013834,3.0552
388939,225004.0,1.0,1.0,,,
5092,13180.0,1.0,1.0,1.835,0.00033216,0.71581
84105,72562.0,,,1.36,0.026044,0.17918
5093,23983.0,,1.0,0.387,0.90945,3.1981
5094,18521.0,,1.0,0.228,0.99617,4.133
54039,59093.0,,,0.386,0.84326,2.0153
57060,59092.0,,1.0,0.698,0.0023713,1.6504
5095,110821.0,2.0,2.0,0.906,3.1345e-15,0.18503
5096,66904.0,2.0,1.0,0.894,1.53e-08,-0.86701
5097,75599.0,,0.0,0.243,0.99838,3.0791
57575,18526.0,,1.0,0.352,0.89066,1.083
51294,53601.0,1.0,,0.98,2.8508e-13,0.78393
65217,11994.0,1.0,2.0,0.794,8.028300000000001e-25,-1.6759
27253,219228.0,,1.0,0.401,0.64056,1.345
54510,73173.0,,1.0,0.456,0.12675,0.62873
57526,279653.0,1.0,1.0,0.126,0.99975,2.5929
64881,219257.0,,1.0,0.38,0.86222,0.70607
5099,54216.0,,1.0,0.42,0.39505,1.9503
5100,18530.0,,0.0,0.806,3.424e-05,1.9041
5101,211712.0,,1.0,0.372,0.80865,2.3295
56147,116731.0,,,0.876,6.0001e-08,-0.33419
56139,192161.0,,1.0,1.204,4.0942e-14,-0.75599
56138,12942.0,,,1.162,5.4635e-17,-0.62426
56137,12943.0,,,1.189,2.4185e-13,-0.33713
56136,192164.0,,,1.156,2.4469e-14,0.12764
56146,353234.0,,1.0,1.507,1.0354e-23,-0.7421
56145,192163.0,,,1.245,8.3984e-16,-0.69018
56143,12941.0,,,0.879,5.8373e-08,-0.41406
56141,12939.0,,,0.986,4.98e-09,-1.1837
9752,353235.0,,,1.608,1.8891e-24,-1.5523
56135,353236.0,,,1.02,7.5673e-11,-0.0054314
56134,353237.0,,,0.344,0.93114,1.7218
29930,93872.0,,,1.311,7.528e-11,1.0237
56122,93891.0,,,1.674,4.5527e-14,-1.42
56121,93893.0,,0.0,1.348,9.7376e-12,-0.61114
57717,93888.0,,,1.251,5.5748e-08,-1.0143
56133,93873.0,,,1.119,6.7312e-07,0.25205
56132,93874.0,,,1.296,1.5891e-07,0.15783
56130,93884.0,,1.0,1.371,1.7745e-10,-1.2056
56129,93886.0,,,1.798,8.0848e-18,-2.6561
56114,93709.0,,,0.891,1.5784e-07,-0.05298
56106,93722.0,,,0.817,1.1725e-06,1.0039
56105,93723.0,,,0.909,1.267e-08,1.0721
26025,93724.0,,,0.801,1.423e-06,0.29914
56113,93710.0,,,1.266,5.4715e-16,-0.14487
56112,93711.0,,,0.898,4.6058e-08,0.06157
56111,93712.0,,,1.184,2.1897e-11,0.47799
56110,93713.0,,,0.939,2.8417e-08,-0.80007
56109,93714.0,,,1.208,8.2779e-15,-0.69148
56108,93715.0,,,1.182,1.2273e-12,-0.30641
9708,93716.0,,,1.352,4.2794e-18,0.018259
56107,93717.0,,,0.836,1.0018e-07,0.42388
56104,93699.0,,0.0,0.72,9.479e-05,0.10378
56103,93700.0,,0.0,1.141,2.5408e-12,0.35945
8641,93701.0,,,0.941,2.7854e-08,0.32837
56101,93702.0,,,,,
56100,93703.0,,,0.773,2.0925e-06,1.2841
56099,93704.0,,,0.706,1.5509e-05,1.0325
5098,93706.0,,0.0,0.483,0.12536,1.4142
56098,93707.0,1.0,,0.309,0.98025,1.9671
56097,93708.0,,,0.744,8.8338e-06,1.5421
64773,319513.0,,,0.601,0.092448,0.68871
91523,239647.0,,,,,0.92569
51585,74737.0,,,0.04,1.0,2.6592
84759,69837.0,,2.0,0.174,0.99713,2.1102
7703,22658.0,1.0,2.0,0.411,0.86397,0.95168
10336,69587.0,,2.0,0.338,0.95326,2.1015
84333,76073.0,,,0.303,0.98007,2.3927
84108,71041.0,,1.0,0.878,5.1527e-05,0.77944
55795,234069.0,,1.0,1.078,5.2663e-13,1.5579
63935,228866.0,,1.0,0.155,0.99999,2.413
5105,18534.0,1.0,1.0,1.287,8.7476e-15,-0.042962
5106,74551.0,1.0,1.0,1.393,1.7471e-23,-0.20271
9768,68026.0,,1.0,,,
27445,26875.0,1.0,1.0,0.124,1.0,-1.461
5108,18536.0,,2.0,0.577,3.7067e-16,-6.1579
5110,18537.0,,2.0,0.455,0.78453,1.8971
115294,319263.0,,,0.555,0.26735,2.6077
55251,245867.0,,,0.782,0.0079948,1.5199
5111,18538.0,1.0,2.0,0.261,0.97606,2.4744
57092,76302.0,,2.0,0.502,0.78553,1.1676
5116,18541.0,2.0,2.0,0.821,4.0172e-58,-1.7324
22990,54604.0,,,,,
80003,270109.0,,1.0,,,
399909,104401.0,,,,,
64430,67708.0,,0.0,,,
5118,18542.0,,1.0,0.863,5.8392e-05,0.15996
26577,76477.0,,,1.221,5.4571e-11,0.58654
126006,18545.0,,0.0,1.696,3.0021e-05,0.16725
5121,18546.0,,1.0,1.773,0.0021696,0.61304
654790,66425.0,,1.0,1.644,0.052717,0.08347
5122,18548.0,1.0,2.0,0.73,2.745e-09,1.4706
27344,30052.0,,1.0,1.254,0.53242,0.81314
5126,18549.0,,2.0,0.241,0.99853,3.5451
54760,18551.0,,1.0,0.964,1.3398e-12,-0.036027
5125,18552.0,,2.0,0.499,2.5352e-12,2.5652
5046,18553.0,,2.0,0.734,5.3148e-13,1.4133
9159,18554.0,,,0.514,0.0041859,1.4859
255738,100102.0,1.0,1.0,1.341,2.7059e-17,0.27241
58488,18559.0,,1.0,1.675,8.7596e-12,-0.25935
51449,66881.0,,,1.485,2.2481e-15,-0.067195
78991,240334.0,,1.0,1.322,6.5627e-11,0.5417
5130,13026.0,1.0,2.0,0.858,2.024e-05,1.6361
9468,236899.0,,1.0,0.403,0.89723,2.1588
5833,68671.0,1.0,1.0,0.702,0.0008643,1.7298
11333,231887.0,,1.0,0.806,0.049626,1.372
5132,20028.0,,1.0,1.418,0.00010134,0.60325
5133,18566.0,1.0,2.0,0.662,0.41706,1.2939
11235,56426.0,1.0,2.0,0.325,0.96197,1.434
22984,18572.0,,,0.594,3.2929e-16,1.116
80380,58205.0,,1.0,1.282,1.203e-05,-0.66726
5134,18567.0,,1.0,1.372,3.8955e-07,0.051539
84306,68079.0,,0.0,1.091,8.4791e-07,0.12882
27250,18569.0,,1.0,0.928,3.3572e-07,0.21754
10016,18570.0,,,0.945,0.0088799,0.45388
10015,18571.0,1.0,2.0,0.36,0.70554,0.97635
10081,50996.0,,2.0,1.122,8.5544e-06,0.7524
5082,67466.0,,1.0,0.616,0.30486,1.116
132954,79455.0,,,1.088,0.0014645,0.58216
79031,68833.0,,,1.35,8.2348e-06,-0.4502
10846,23984.0,1.0,1.0,0.213,0.99986,3.758
50940,241489.0,2.0,1.0,1.404,8.6896e-37,-0.0040079
201626,211948.0,,0.0,0.598,0.044374,1.3951
5136,18573.0,,1.0,0.528,0.013549,0.96736
5153,18574.0,,1.0,0.43,0.33646,2.2684
5137,18575.0,0.0,,0.699,5.3913e-09,1.3884
5138,207728.0,1.0,1.0,0.348,0.631,4.056
5139,54611.0,1.0,0.0,0.515,0.00019291,0.59215
5140,18576.0,,1.0,0.506,5.7226e-05,0.048173
5141,18577.0,,,0.307,0.98167,2.4163
5142,18578.0,,1.0,0.395,0.4746,2.7682
5143,110385.0,,0.0,0.808,1.4755e-07,1.4136
5144,238871.0,2.0,2.0,0.206,0.9998,3.7529
9659,83679.0,,1.0,0.824,2.6099e-37,-1.403
8654,242202.0,,1.0,0.51,0.00010643,2.1024
5145,225600.0,1.0,1.0,1.12,6.5775e-25,-0.42645
5158,18587.0,1.0,2.0,1.187,2.6155e-27,-0.79771
5146,110855.0,1.0,1.0,0.866,2.323e-16,1.1397
5147,18582.0,1.0,1.0,1.018,0.006423,1.6012
5148,18588.0,1.0,1.0,1.657,0.013418,-0.027169
5149,78600.0,1.0,,1.807,0.0082921,0.19465
5150,18583.0,,0.0,0.585,0.0045645,1.7168
27115,29863.0,,0.0,0.416,0.54578,1.37
5151,18584.0,,1.0,0.532,0.00011503,1.0979
8622,218461.0,2.0,1.0,0.249,0.99905,2.9973
5152,18585.0,,1.0,0.485,0.0045595,1.0865
64146,68023.0,,,1.904,5.8706e-06,-1.1881
5154,18590.0,,2.0,0.483,0.80842,0.68553
5155,18591.0,2.0,2.0,0.463,0.77006,1.0803
56034,54635.0,,2.0,0.198,0.99374,1.1736
80310,71785.0,,1.0,0.728,0.0017145,0.34403
5156,18595.0,1.0,2.0,0.169,1.0,1.9401
5159,18596.0,2.0,2.0,0.325,0.9041,1.8417
5157,68797.0,1.0,1.0,1.795,1.1787e-14,-2.0006
5160,18597.0,2.0,2.0,0.266,0.98842,2.572
5161,18598.0,0.0,1.0,1.774,3.9282e-09,-0.26041
5162,68263.0,1.0,1.0,0.553,0.15201,1.5664
8050,27402.0,1.0,1.0,0.718,9.7242e-05,-0.20345
64714,69191.0,,,1.963,8.4515e-33,-1.7289
2923,14827.0,,2.0,0.25,0.99608,0.68368
9601,12304.0,,1.0,0.509,0.077979,-0.12632
10954,72599.0,,,0.837,1.1464e-09,0.23836
10130,71853.0,,1.0,0.473,0.24911,0.70398
149420,230809.0,,2.0,0.643,0.26436,3.2733
204474,71830.0,,1.0,0.802,1.2202e-05,-0.3959
5163,228026.0,,1.0,0.812,1.0963e-05,1.1472
5164,18604.0,,2.0,0.919,3.7102e-06,2.0463
5165,236900.0,1.0,1.0,0.546,0.44547,2.3184
